Content Type ,Page URL ,Page Title ,Center or Team,Topics,Tags,Collections,Events,Regions,DELETE,UUID
Article,https://milkeninstitute.org/articles/how-ai-already-path-power-growth-and-change-asia,How AI Is Already on the Path to Power Growth and Change in Asia,,Power of Ideas,"Technology, Innovation",Power of Ideas,Asia Summit,,,3c4ff2d7-4ae9-4a34-87f9-c25f203bcccd
Article,https://milkeninstitute.org/articles/innovation-can-lead-solutions-climate-change,Innovation Can Lead to Solutions for Climate Change in Asia,,Power of Ideas,"Energy and Environment, Innovation, Infrastructure, Public-Private Partnerships",Power of Ideas,Asia Summit,,,997dd950-d090-4633-bcec-ce971089e529
Article,https://milkeninstitute.org/articles/asias-weaponized-economic-future,Asiaâ€™s â€˜Weaponizedâ€™ Economic Future,,Power of Ideas,"Policy and Regulation, Economy",Power of Ideas,Asia Summit,"China, United States",,d1f6b94b-b0fb-4a2a-b392-2c7b68c912d9
Article,https://milkeninstitute.org/articles/financial-services-innovation-look-asia-set-pace,"In Financial Services Innovation, Look to Asia to Set the Pace",,Power of Ideas,"FinTech, Innovation",Power of Ideas,Asia Summit,,,43516701-893a-4bdf-b74f-ea35e68a51da
Article,https://milkeninstitute.org/articles/digital-ecosystems-are-future,Digital Ecosystems Are the Future for Successful Companies,,Power of Ideas,"Technology, FinTech",Power of Ideas,Asia Summit,,,236a7674-a47b-47e6-8bd8-557b56ce7e38
Article,https://milkeninstitute.org/articles/timor-leste-conflict-resolution,Timor-Leste: From Conflict to Resolution and Peace,,Power of Ideas,Policy and Regulation,Power of Ideas,Asia Summit,,,bcac0f86-94aa-4a39-b4a6-0fcedb3f3458
Article,https://milkeninstitute.org/articles/family-businesses-redefining-future,Family Businesses: Redefining for the Future,,Power of Ideas,"Economy, Finance",Power of Ideas,Asia Summit,,,0e2f506a-d094-4aea-9704-acbd20c1f063
Article,https://milkeninstitute.org/articles/asian-consumers-will-redefine-world,Asian Consumers Will Redefine the World,,Power of Ideas,"Finance, Technology",Power of Ideas,Asia Summit,,,00387d08-d40e-4a24-9c40-1e6998ac9049
Article,https://milkeninstitute.org/articles/kerry-murphy-healey-lead-center-advancing-american-dream,Kerry Murphy Healey to Lead Center for Advancing the American Dream,Milken Center for Advancing the American Dream,,Education,Newsroom,,,,517b23ae-9cd2-42ce-b59d-fca34518b5ec
Article,https://milkeninstitute.org/articles/redefining-asia-food-matters,Redefining Asia: Food Matters,,Power of Ideas,"Food Systems, Energy and Environment",Power of Ideas,Asia Summit,,,05211b21-5cb0-4c99-b4d7-aa973d34423a
Article,https://milkeninstitute.org/articles/asia-fertile-ground-innovations-applying-technology-finance,Asia Is Fertile Ground for Innovations in Applying Technology to Finance,,Power of Ideas,"Innovation, Finance",Power of Ideas,Asia Summit,,,4958bb28-6d05-4a01-8341-e87e574fcb6a
Article,https://milkeninstitute.org/articles/preparing-postindustrial-asia-upskilling-imperative,Preparing for Postindustrial Asia: The Upskilling Imperative,,Power of Ideas,"Education, Economy",Power of Ideas,Asia Summit,,,c561b9df-a594-43d0-bb45-dab48fd391d4
Article,https://milkeninstitute.org/articles/age-open-innovation-and-collaboration-asia-and-beyond,An Age of Open Innovation and Collaboration in Asia and Beyond,,Power of Ideas,"Innovation, FinTech",Power of Ideas,Asia Summit,,,71c2a437-b500-46ea-80d2-745113335e86
Article,https://milkeninstitute.org/articles/three-megatrends-reshaping-asia-and-our-world,The Three Megatrends Reshaping Asia and Our World,,Power of Ideas,"Economy, Finance",Power of Ideas,Asia Summit,,,1087c175-7288-4453-8715-d03b730f7bcd
Article,https://milkeninstitute.org/articles/addressing-insurance-gap-asia,Addressing the Insurance Gap in Asia,,Power of Ideas,Energy and Environment,Power of Ideas,Asia Summit,,,df724c03-e87f-45f9-ad7d-30746b542317
Article,https://milkeninstitute.org/articles/redefining-asia-middle-east,Redefining Asia: The Middle East,,Power of Ideas,"Innovation, Technology",Power of Ideas,Asia Summit,,,6a5b4745-0cc6-4c4c-bbd8-3e70f4b620f5
Article,https://milkeninstitute.org/articles/world-redefined-partnership,"In a World Redefined, Success Lies in Partnership",,Power of Ideas,"Infrastructure, Public-Private Partnerships",Power of Ideas,Asia Summit,,,97e9c5fd-3bc5-4370-8261-e7d0b4e3a77d
Article,https://milkeninstitute.org/articles/business-evolves-asias-entrepreneurs-can-help-create-positive-change,"As Business Evolves, Asiaâ€™s Entrepreneurs Can Help Create Positive Change",,Power of Ideas,"Innovation, Finance",Power of Ideas,Asia Summit,,,e82830ae-5c43-4868-97c4-3c7a49cca3a8
Article,https://milkeninstitute.org/articles/milken-institute-ifc-and-george-washington-university-welcome-new-class-capital-markets,"Milken Institute, IFC, and The George Washington University welcome new class of Capital Markets Program scholars",Global Market Development,Capital Markets Training Program,Capital Markets,Newsroom,,,,fef99862-18ca-4621-a7b5-4621f48509fa
Video,https://milkeninstitute.org/videos/milken-institute-asia-summit-asia-crossroads,Milken Institute Asia Summit | Asia at a Crossroads,Asia Center,,Innovation,,Asia Summit,Asia,,1ad93dc8-95e0-4400-ae81-3ce9c3b8e1b8
Article,https://milkeninstitute.org/articles/citis-christopher-hite-joins-fastercures-advisory-board,Citi's Christopher Hite Joins FasterCures Advisory Board,FasterCures,,"Medical Research, Health and Wellness",Newsroom,,,,4f31d0ef-4164-49ce-ba53-0abae5aa3c3f
Article,https://milkeninstitute.org/articles/fintech-focus-august-5-2019,"FinTech in Focus - August 5, 2019",Center for Financial Markets,FinTech in Focus,"FinTech, Policy and Regulation",,,,,5b28b454-67a9-473e-a607-cbc5b3f22a48
Report,https://milkeninstitute.org/reports/it-takes-all-kinds-diverse-mix-lenders-promotes-broad-access-small-business-credit,It Takes All Kinds: A Diverse Mix of Lenders Promotes Broad Access to Small Business Credit,Research Department,,"Access to Capital, Macroeconomics, Small Business",,,United States,,7451c71c-92d6-45da-8397-e553ef6956cf
Article,https://milkeninstitute.org/articles/steven-ciobo-joins-milken-institute-asia-fellow,Steven Ciobo joins Milken Institute as Asia Fellow,Asia Center,,,Newsroom,,Asia,,36f9f942-0c62-4829-839e-6962bb5206b6
Report,https://milkeninstitute.org/reports/framing-issues-expanding-digital-financial-inclusion-philippines,Framing the Issues: Expanding Digital Financial Inclusion in the Philippines,Global Market Development,Framing the Issues,"Access to Capital, FinTech, Infrastructure",,,Philippines,,815d0e47-996c-45e4-a120-3a481322de19
Report,https://milkeninstitute.org/reports/comment-letter-occ-special-purpose-national-bank-charters-fintech-companies,Comment Letter to the OCC: Special Purpose National Bank Charters for FinTech Companies,Center for Financial Markets,,"Finance, FinTech, Policy and Regulation",Comment Letters,,,,3bd6c988-1343-4844-bbf4-66618e3b0608
Report,https://milkeninstitute.org/reports/comment-letter-policy-no-action-letters-and-cfpb-product-sandbox,Comment Letter: Policy on No-Action Letters and the CFPB Product Sandbox,Center for Financial Markets,,"FinTech, Finance, Policy and Regulation",Comment Letters,,,,52913cf3-8232-4ac2-8494-6c56fe4dcccb
Report,https://milkeninstitute.org/reports/economic-impact-chapter-11-bankruptcy-versus-out-court-restructuring,The Economic Impact of Chapter 11 Bankruptcy versus Out-of-Court Restructuring,Research Department,,"Finance, Economy",,,,,3194ad11-a371-4021-95a0-98c4e3f934f4
Report,https://milkeninstitute.org/reports/testimony-us-house-representatives-committee-financial-services-subcommittee-housing-and,"Testimony: U.S. House of Representatives Committee on Financial Services Subcommittee Housing and Insurance: â€œSustainable Housing Finance, Part IIIâ€ù",Center for Financial Markets,,"Policy and Regulation, Finance, Housing ",,,,,d2e69691-dc6f-4b62-967f-08dab8e173d0
Report,https://milkeninstitute.org/reports/state-health-inefficiencies,State Health Inefficiencies,Research Department,,"Public Health, Economic and Health Disparities",,,,,822a53bf-8d89-403c-bd39-a358ed2e6314
Report,https://milkeninstitute.org/reports/clearing-path-global-development-finance-enabling-basel-and-development-guarantees-deliver,Clearing a Path for Global Development Finance: Enabling Basel and Development Guarantees to Deliver on Sustainable Development Goals,Center for Financial Markets,,"Access to Capital, Emerging and Developing Markets, Finance",,,,,0d6c24df-94a6-4dc1-bde3-5840d599e19b
Report,https://milkeninstitute.org/reports/kidney-failure-giving-smarter-guide,Kidney Failure - A Giving Smarter Guide,Center for Strategic Philanthropy,Giving Smarter Guides,"Medical Research, Philanthropy",Giving Smarter Guides,,,,b0297b65-3a87-4d48-8dc4-fb1105dea37d
Report,https://milkeninstitute.org/reports/lessons-millennium-development-goals,Lessons of the Millennium Development Goals,Research Department,,"Economic and Health Disparities, Health and Wellness",,,,,e1765051-fb79-4698-86d6-2794224afb4c
Article,https://milkeninstitute.org/articles/older-and-out-work-heres-what-do,Older and Out of Work? Here's What to Do.,Center for the Future of Aging,,"Aging, Job Creation and Workforce Development, Mental Health",,,,,75fe4bb6-d83b-47d0-9946-fa221caf6f47
Report,https://milkeninstitute.org/reports/hedging-pipeline-risk-pharma-fda-swaps-and-annuities,Hedging Pipeline Risk in Pharma: FDA Swaps and Annuities,FasterCures,,"Medical Research, Drug Development, Policy and Regulation, Systemic Risk",,,United States,,cc2309a1-358f-4c59-9ba1-a74ac92d6065
Article,https://milkeninstitute.org/articles/hollywood-finally-changing-its-script-aging,Hollywood is Finally Changing Its Script on Aging,Center for the Future of Aging,,"Entertainment, Aging",,,,,e8c1b92f-2f58-4f79-bd1c-217ffcb9c4a9
Article,https://milkeninstitute.org/articles/just-do-it-cut-corporate-taxes-and-create-middle-class-jobs,Just Do It: Cut Corporate Taxes and Create Middle-Class Jobs,,,"Policy and Regulation, Economy",,,,,fc04e1a4-8005-473a-a9a8-f9af2a10e464
Report,https://milkeninstitute.org/reports/financing-urban-resiliency-investing-complete-communities-london-city-region-0,Financing Urban Resiliency Investing in Complete Communities in the London City Region,Financial Innovations Labs,Financial Innovations Labs,"Innovative Financing, Energy and Environment, Infrastructure",,,United Kingdom,,37dd6056-5f07-416c-9691-769fae4e1c8b
Report,https://milkeninstitute.org/reports/virtuous-circle-east-africa-regional-capital-market-integration-only-option,Virtuous circle for east Africa: Regional capital market integration is the only option,Global Market Development,,"Policy and Regulation, Emerging and Developing Markets, Capital Markets",,,Africa,,c30014cf-3576-4cef-b918-f5fc4e18108d
Report,https://milkeninstitute.org/reports/framing-issues-financial-sector-development-and-expanding-access-credit-myanmar,Framing the Issues: Financial-Sector Development and Expanding Access to Credit in Myanmar,Global Market Development,Framing the Issues,"Access to Capital, Emerging and Developing Markets, Capital Markets",,,Myanmar,,0ac9bebc-9a0c-41d1-9f1f-96802aca2958
Report,https://milkeninstitute.org/reports/evaluation-and-determinants-us-metro-economic-performance,Evaluation and Determinants of US Metro Economic Performance,Research Department,,"Regional Competitiveness, Job Creation and Workforce Development",,,United States,,3609663d-fa8a-409e-9268-b1f453f4cfe3
Report,https://milkeninstitute.org/reports/minority-owned-depository-institutions-market-overview,Minority-Owned Depository Institutions: A Market Overview,Center for Financial Markets,,"Access to Capital, Small Business, ""Diversity, Equity, and Inclusion""",,,,,b2f06f16-7505-4fc2-a7c4-54ae5515c5b5
Report,https://milkeninstitute.org/reports/financing-urban-resiliency-innovative-approaches-deliver-affordable-housing-chicago,Financing Urban Resiliency: Innovative Approaches to Deliver Affordable Housing in Chicago,Financial Innovations Labs,Financial Innovations Labs,"Innovative Financing, Housing , Public-Private Partnerships",,,United States,,2941f393-678a-4920-b9e4-447c390e9aca
Article,https://milkeninstitute.org/articles/global-conference-and-other-highlights-center-future-aging,Global Conference and Other Highlights from the Center for the Future of Aging,Center for the Future of Aging,Financial Wellness,Aging,,,,,f56d4028-f8ac-4fe2-8cc8-1d5d705045b3
Article,https://milkeninstitute.org/articles/fintech-focus-june-19-2019,"FinTech in Focus - June 19, 2019",Center for Financial Markets,FinTech in Focus,"FinTech, Policy and Regulation",,,,,c919f403-d03b-4959-a80e-4945feec1cc2
Article,https://milkeninstitute.org/articles/hillary-and-her-age-no-disqualifier,Hillary Is In -- And Her Age Is No Disqualifier,Center for the Future of Aging,,"Aging, ""Diversity, Equity, and Inclusion""",,,,,c2dc6dee-93fb-495e-a7f3-9e121f5e4492
Article,https://milkeninstitute.org/articles/companies-should-lean-too,Companies Should 'Lean In' Too,,,"Diversity, Equity, and Inclusion, Education, Job Creation and Workforce Development",,,,,5e202e3f-7154-4488-b2bd-0d4129e363cb
Report,https://milkeninstitute.org/reports/casualties-war-milken-institute-review-second-quarter-2015,Casualties of War: Milken Institute Review Second Quarter 2015,Global Market Development,,"Economy, Finance, Policy and Regulation",Milken Institute Review,,United States,,87298cc3-b61c-462c-b6b0-189739498687
Article,https://milkeninstitute.org/articles/self-empowerment-later-life-response-ageism,Self-Empowerment in Later Life as a Response to Ageism,Center for the Future of Aging,,"Aging, Health and Wellness",,,,,fb3e6ae2-4c29-4543-ab92-cfa3dbc4fca3
Article,https://milkeninstitute.org/articles/non-adherence-health-care-are-patients-or-policy-makers-ill-informed,Non-adherence in health care: Are patients or policy makers ill-informed?,,,"Policy and Regulation, Health and Wellness",,,,,adefc0bf-bbd0-46d6-9013-9692c1510cfb
Report,https://milkeninstitute.org/reports/currency-manipulation-provisions-do-not-belong-trade-agreements,Currency Manipulation Provisions Do Not Belong in Trade Agreements,Center for Financial Markets,,"Macroeconomics, Finance, Policy and Regulation, Economy",,,"Asia, Europe, United States",,cb913c75-f1f7-4b37-8b05-31dc191595fb
Article,https://milkeninstitute.org/articles/are-millennials-ready-100-plus-year-life,Are Millennials Ready for a 100-Plus-Year Life?,Center for the Future of Aging,Longevity Economy,"Aging, Health and Wellness",,,,,528d2844-d607-4fda-baa5-952d285244a4
Article,https://milkeninstitute.org/articles/americans-stand-cusp-money-revolution,Americans Stand On the Cusp of a Money Revolution,,,"Access to Capital, FinTech, Policy and Regulation",,,,,47f7fb75-6153-4be0-8e66-d111a670729e
Article,https://milkeninstitute.org/articles/help-nepal-needs,The Help Nepal Needs,,,Philanthropy,,,Nepal,,6402f43d-66d3-4a66-8ba4-da9c1acf9be5
Report,https://milkeninstitute.org/reports/rethinking-appraisals-modernized-housing-finance-system,Rethinking Appraisals in a Modernized Housing Finance System,Center for Financial Markets,,"Finance, Housing ",,,,,a0064474-9fee-4f9c-9ce9-6c9241ef802f
Report,https://milkeninstitute.org/reports/testimony-whats-it-united-states-constitutionality-and-legitimacy-financial-stability-board,Testimony: Whatâ€™s in it for the United States? On the Constitutionality and Legitimacy of the Financial Stability Board (and International Financial Regulation),,,"Policy and Regulation, Finance",,,United States,,f1c9a077-365e-420f-abee-90951ccec8ba
Report,https://milkeninstitute.org/reports/testimony-examining-designation-and-regulation-bank-holding-company-sifis,Testimony: Examining the Designation and Regulation of Bank Holding Company SIFIs,,,"Finance, Policy and Regulation",,,,,f5ca7385-1ad7-41ae-9c0c-40942d0b3117
